model,product_code,product_name,group_code,group_name,cv_years,observations_count,MAE,RMSE,MAPE_%,WAPE_%
sarimax_exog,S_мясо_животных,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2023; 2024; 2025,12,3.212111309713555,3.9521454583931783,3.11990436436191,3.112827434841147
lightgbm_exog,S_мясо_животных,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2023; 2024; 2025,12,3.984378005027055,5.058726882692389,3.834582746740458,3.8612239642255366
prophet_exog,S_мясо_животных,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2023; 2024; 2025,12,5.566947436618283,7.275814747392689,5.372195061421153,5.39487739936675
seasonal_naive_exog,S_мясо_животных,Мясо животных,G03,"Мясо, птица, рыба и колбасные изделия",2023; 2024; 2025,12,6.138886056442697,7.79502544797301,5.971211378749266,5.949137839050386
sarimax_exog,S_свежие_овощи,Свежие овощи,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,6.491580330979139,9.362585242525032,4.751848373924341,4.6123998070708545
lightgbm_exog,S_свежие_овощи,Свежие овощи,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,9.61039849588591,11.514428912895765,7.031710615785845,6.828383522693351
prophet_exog,S_свежие_овощи,Свежие овощи,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,14.138948549034696,18.687772008917218,10.165392763426857,10.04601040651621
seasonal_naive_exog,S_свежие_овощи,Свежие овощи,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,15.144957155638513,16.073255744444676,10.778526716595254,10.760799974915681
lightgbm_exog,S_свежие_фрукты,Свежие фрукты,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,9.66661233233713,14.2643893714471,6.977026246355897,7.376601312268476
sarimax_exog,S_свежие_фрукты,Свежие фрукты,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,13.819872074795937,16.24202058636562,10.611126793723251,10.545957878262703
prophet_exog,S_свежие_фрукты,Свежие фрукты,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,24.549317377183325,27.367377103231384,18.74725387875023,18.73360806805448
seasonal_naive_exog,S_свежие_фрукты,Свежие фрукты,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,28.275439966135917,39.65466725880117,21.0289181479427,21.577015855019646
lightgbm_exog,S_свежий_картофель,Свежий картофель,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,25.45120221471438,28.921087436859715,20.43573773945243,17.683803907616706
sarimax_exog,S_свежий_картофель,Свежий картофель,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,27.366193371860273,38.47009883262161,18.956345269412715,19.01436298384807
prophet_exog,S_свежий_картофель,Свежий картофель,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,29.097408956030993,34.31068180428462,19.038442740799688,20.217232563603545
seasonal_naive_exog,S_свежий_картофель,Свежий картофель,G04,"Овощи, фрукты и картофель",2023; 2024; 2025,12,40.27079235834661,43.93724106515729,28.151626814291568,27.980634834516117
prophet_exog,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2023; 2024; 2025,12,22.369703333864464,27.215308542544243,15.305158414109723,16.019427080017206
seasonal_naive_exog,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2023; 2024; 2025,12,22.824539409521805,28.893814174471544,16.709342230504568,16.345145004775006
lightgbm_exog,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2023; 2024; 2025,12,24.364942407257605,28.779473702466042,17.857701756596626,17.448260818506526
sarimax_exog,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",2023; 2024; 2025,12,32.91828732199292,43.48755782867134,23.516338607415047,23.57349561070918
prophet_exog,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",2023; 2024; 2025,12,4.765104757476389,5.7375609949590185,4.640581954297438,4.777473732519356
lightgbm_exog,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",2023; 2024; 2025,12,6.079206379071365,6.602790817895551,6.319887450994689,6.094986420814581
sarimax_exog,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",2023; 2024; 2025,12,6.1488976559480575,7.174752617663122,6.507264808368197,6.164858598155854
seasonal_naive_exog,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",2023; 2024; 2025,12,9.652732078279938,14.870075591216109,9.376507540842676,9.677788065136337
sarimax_exog,S_сыры,сыры,G02,Молочная продукция и яйца,2023; 2024; 2025,12,5.994905332218951,7.9516343284422755,4.7486446457112175,4.682695590642654
seasonal_naive_exog,S_сыры,сыры,G02,Молочная продукция и яйца,2023; 2024; 2025,12,6.472510296977512,7.839682635753039,5.205366515514745,5.0557588065910775
lightgbm_exog,S_сыры,сыры,G02,Молочная продукция и яйца,2023; 2024; 2025,12,8.174054952922624,10.682946072405327,6.199591047954548,6.384856634850951
prophet_exog,S_сыры,сыры,G02,Молочная продукция и яйца,2023; 2024; 2025,12,13.639090340097788,15.63481706937593,10.833984226007837,10.653664179266158
