period_end,year,quarter,product_code,product_name,group_code,group_name,sales_quarter_thousand_rub,sales_index,consumer_price_index,target_demand_index,income_index,stock_days_mean,stock_value_mean_thousand_rub
2017-03-31,2017,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,318147374.6,100.0,105.627924,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,373643153.6,117.443419,106.865372,116.083482,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,421984581.1,132.638084,108.124455,129.575548,112.829055,35.216667,1396551504.11
2017-12-31,2017,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,521008272.3,163.763185,109.377408,158.149343,134.080458,35.69,1525051331.066666
2018-03-31,2018,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,379426655.7,119.261288,108.974459,115.598851,104.457399,37.986667,1467832262.24
2018-06-30,2018,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,426230117.5,133.97254,112.90379,125.338939,117.029366,36.913333,1492273891.76
2018-09-30,2018,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,475474006.3,149.450866,116.596211,135.391919,117.811493,35.906667,1537062112.833333
2018-12-31,2018,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,631324153.1,198.437644,118.101196,177.479627,140.7394,36.363333,1699537940.066666
2019-03-31,2019,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,411005803.2,129.187237,120.982753,112.791116,108.900315,39.066667,1666606340.376667
2019-06-30,2019,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,482319689.0,151.602599,121.027217,132.312948,124.647862,37.65,1688924434.093333
2019-09-30,2019,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,538644806.1,169.306695,122.142268,146.415447,126.766122,37.38,1735107394.066666
2019-12-31,2019,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,641278083.69,201.56636,123.00814,173.086401,150.200963,38.606667,1949710082.953334
2020-03-31,2020,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,485304084.8,152.540654,124.456842,129.462972,115.182677,40.476667,1924450490.896667
2020-06-30,2020,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,402602476.8,126.545906,125.299048,106.679033,120.223051,43.003333,1878777946.103333
2020-09-30,2020,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,624808067.8,196.389509,127.226353,163.049681,127.178912,38.046667,1975163219.946667
2020-12-31,2020,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,693913458.9,218.110698,128.834549,178.822998,156.986639,38.93,2175886458.506667
2021-03-31,2021,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,624570257.9,196.314761,133.461977,155.372497,118.383604,40.86,2130673446.236667
2021-06-30,2021,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,811861422.8,255.184071,138.089405,195.196465,138.711663,39.34,2230937966.3
2021-09-30,2021,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,794272170.5,249.655422,142.716833,184.775569,147.449035,37.863333,2292062653.636667
2021-12-31,2021,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,847310196.1,266.32632,147.344261,190.923598,172.915233,39.343333,2590296225.013334
2022-03-31,2022,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,716889670.4,225.332575,151.971688,156.617409,144.657276,40.666667,2545800091.9
2022-06-30,2022,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,547206640.1,171.997849,163.195107,111.325493,167.074628,41.603333,2577468413.0
2022-09-30,2022,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,496796463.39,156.152935,162.881684,101.264365,167.161531,39.706667,2558970237.3
2022-12-31,2022,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,504865910.41,158.689322,164.244089,102.055567,206.184596,39.386667,2689405609.6
2023-03-31,2023,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,563709208.5,177.184932,158.168813,118.327224,165.459681,41.596667,2560561847.133333
2023-06-30,2023,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,742041487.2,233.238287,160.518929,153.480192,181.511388,38.303333,2601614442.8
2023-09-30,2023,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,946964633.2,297.649677,167.885717,187.270948,188.557772,37.286667,2726226911.156666
2023-12-31,2023,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,874972467.2,275.021118,174.379697,166.589977,239.718289,37.63,2995192118.533334
2024-03-31,2024,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,899753932.1,282.810422,178.301713,167.540049,192.711011,37.976667,2876884782.393334
2024-06-30,2024,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,1063467972.2,334.268976,181.150227,194.910813,215.497701,37.076667,3004992292.286667
2024-09-30,2024,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,1286557385.1,404.390383,187.021511,228.395741,226.052794,36.745,3071439341.233334
2024-12-31,2024,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,998961225.37,313.993232,192.232992,172.532576,292.015787,37.04,3341163752.966666
2025-03-31,2025,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,800750318.8,251.691632,199.112153,133.521054,229.822211,39.833333,3304831419.5
2025-06-30,2025,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,876334314.9,275.449174,201.754218,144.210737,259.586487,37.396667,3278641914.666666
2025-09-30,2025,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,1124088676.5,353.32326,204.261567,182.71084,264.467538,36.013333,3212292384.523333
2025-12-31,2025,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,1147885122.4,360.802953,210.375411,181.15647,330.15896,35.63,3386222179.633333
2017-03-31,2017,1,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,394866742.23,100.0,105.627924,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,450940753.97,114.200743,106.865372,112.878355,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,518172633.2,131.227216,108.124455,128.197256,112.829055,35.216667,1396551504.11
2017-12-31,2017,4,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,522038054.2,132.206134,109.377408,127.674076,134.080458,35.69,1525051331.066666
2018-03-31,2018,1,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,436821578.0,110.625062,108.974459,107.227838,104.457399,37.986667,1467832262.24
2018-06-30,2018,2,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,488278857.2,123.656618,112.90379,115.687807,117.029366,36.913333,1492273891.76
2018-09-30,2018,3,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,560749091.7,142.009704,116.596211,128.650752,117.811493,35.906667,1537062112.833333
2018-12-31,2018,4,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,544611785.8,137.922931,118.101196,123.356184,140.7394,36.363333,1699537940.066666
2019-03-31,2019,1,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,471216420.1,119.335555,120.982753,104.189785,108.900315,39.066667,1666606340.376667
2019-06-30,2019,2,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,515885753.5,130.648064,121.027217,114.024631,124.647862,37.65,1688924434.093333
2019-09-30,2019,3,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,576047678.7,145.884071,122.142268,126.159697,126.766122,37.38,1735107394.066666
2019-12-31,2019,4,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,523025564.99,132.456221,123.00814,113.741055,150.200963,38.606667,1949710082.953334
2020-03-31,2020,1,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,473244155.5,119.849079,124.456842,101.717264,115.182677,40.476667,1924450490.896667
2020-06-30,2020,2,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,403071714.6,102.077909,125.299048,86.052351,120.223051,43.003333,1878777946.103333
2020-09-30,2020,3,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,586793302.2,148.6054,127.226353,123.377583,127.178912,38.046667,1975163219.946667
2020-12-31,2020,4,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,531772621.9,134.671413,128.834549,110.413409,156.986639,38.93,2175886458.506667
2021-03-31,2021,1,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,468293709.2,118.595379,133.461977,93.861817,118.383604,40.86,2130673446.236667
2021-06-30,2021,2,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,524249173.7,132.7661,138.089405,101.556,138.711663,39.34,2230937966.3
2021-09-30,2021,3,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,633745612.6,160.496072,142.716833,118.786738,147.449035,37.863333,2292062653.636667
2021-12-31,2021,4,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,587012424.7,148.660893,147.344261,106.571789,172.915233,39.343333,2590296225.013334
2024-03-31,2024,1,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,608916545.3,154.208111,178.301713,91.354606,192.711011,37.976667,2876884782.393334
2017-03-31,2017,1,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,12882549.8,100.0,105.627924,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,15695589.6,121.836048,106.865372,120.425247,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,16718916.1,129.779557,108.124455,126.783023,112.829055,35.216667,1396551504.11
2017-12-31,2017,4,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,18411048.3,142.914629,109.377408,138.015482,134.080458,35.69,1525051331.066666
2018-03-31,2018,1,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,14734818.1,114.378119,108.974459,110.865641,104.457399,37.986667,1467832262.24
2018-06-30,2018,2,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,17578979.5,136.455747,112.90379,127.662121,117.029366,36.913333,1492273891.76
2018-09-30,2018,3,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,22786581.6,176.879437,116.596211,160.240266,117.811493,35.906667,1537062112.833333
2018-12-31,2018,4,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,25705843.5,199.540028,118.101196,178.465583,140.7394,36.363333,1699537940.066666
2019-03-31,2019,1,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,18272257.9,141.837277,120.982753,123.835645,108.900315,39.066667,1666606340.376667
2019-06-30,2019,2,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,21193589.9,164.513937,121.027217,143.58147,124.647862,37.65,1688924434.093333
2019-09-30,2019,3,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,24116867.1,187.205697,122.142268,161.894399,126.766122,37.38,1735107394.066666
2019-12-31,2019,4,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,30986693.52,240.532301,123.00814,206.546718,150.200963,38.606667,1949710082.953334
2020-03-31,2020,1,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,20346350.6,157.937294,124.456842,134.043161,115.182677,40.476667,1924450490.896667
2020-06-30,2020,2,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,18139793.7,140.809032,125.299048,118.702943,120.223051,43.003333,1878777946.103333
2020-09-30,2020,3,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,28879976.1,224.179037,127.226353,186.121553,127.178912,38.046667,1975163219.946667
2020-12-31,2020,4,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,31953692.3,248.03857,128.834549,203.360042,156.986639,38.93,2175886458.506667
2021-03-31,2021,1,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,23705301.5,184.010944,133.461977,145.634693,118.383604,40.86,2130673446.236667
2021-06-30,2021,2,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,29743287.7,230.88044,138.089405,176.60603,138.711663,39.34,2230937966.3
2021-09-30,2021,3,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,36192723.4,280.943788,142.716833,207.932789,147.449035,37.863333,2292062653.636667
2021-12-31,2021,4,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,40090463.3,311.199754,147.344261,223.092395,172.915233,39.343333,2590296225.013334
2022-03-31,2022,1,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,25735715.7,199.771909,151.971688,138.851468,144.657276,40.666667,2545800091.9
2022-06-30,2022,2,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,24260330.1,188.319319,163.195107,121.889554,167.074628,41.603333,2577468413.0
2022-09-30,2022,3,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,26907180.61,208.865334,162.881684,135.448081,167.161531,39.706667,2558970237.3
2022-12-31,2022,4,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,28674969.69,222.587687,164.244089,143.149598,206.184596,39.386667,2689405609.6
2024-03-31,2024,1,S_газовое_моторное_топливо,Газовое моторное топливо,G10,Топливо и транспортные товары,30059554.7,233.335443,178.301713,138.23052,192.711011,37.976667,2876884782.393334
2017-03-31,2017,1,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,128009277.81,100.0,105.627924,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,131072128.59,102.392679,106.865372,101.207022,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,147579035.9,115.287765,108.124455,112.625838,112.829055,35.216667,1396551504.11
2017-12-31,2017,4,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,177296477.6,138.502834,109.377408,133.754924,134.080458,35.69,1525051331.066666
2018-03-31,2018,1,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,150972049.0,117.938365,108.974459,114.316554,104.457399,37.986667,1467832262.24
2018-06-30,2018,2,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,167514357.7,130.861107,112.90379,122.428017,117.029366,36.913333,1492273891.76
2018-09-30,2018,3,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,195758465.3,152.925217,116.596211,138.539435,117.811493,35.906667,1537062112.833333
2018-12-31,2018,4,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,213649116.8,166.901275,118.101196,149.273976,140.7394,36.363333,1699537940.066666
2019-03-31,2019,1,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,186353600.4,145.578198,120.982753,127.101777,108.900315,39.066667,1666606340.376667
2019-06-30,2019,2,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,194344020.2,151.820261,121.027217,132.502915,124.647862,37.65,1688924434.093333
2019-09-30,2019,3,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,213443829.8,166.740906,122.142268,144.196567,126.766122,37.38,1735107394.066666
2019-12-31,2019,4,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,215378103.03,168.251948,123.00814,144.479088,150.200963,38.606667,1949710082.953334
2020-03-31,2020,1,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,192950101.8,150.731342,124.456842,127.927388,115.182677,40.476667,1924450490.896667
2020-06-30,2020,2,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,167177829.4,130.598213,125.299048,110.095155,120.223051,43.003333,1878777946.103333
2020-09-30,2020,3,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,219891832.5,171.778043,127.226353,142.61635,127.178912,38.046667,1975163219.946667
2020-12-31,2020,4,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,215136149.8,168.062935,128.834549,137.790206,156.986639,38.93,2175886458.506667
2021-03-31,2021,1,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,189712549.6,148.202187,133.461977,117.294002,118.383604,40.86,2130673446.236667
2021-06-30,2021,2,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,195526985.7,152.744386,138.089405,116.837874,138.711663,39.34,2230937966.3
2021-09-30,2021,3,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,254573686.2,198.871278,142.716833,147.189086,147.449035,37.863333,2292062653.636667
2021-12-31,2021,4,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,253920074.3,198.36068,147.344261,142.200496,172.915233,39.343333,2590296225.013334
2022-03-31,2022,1,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,252999336.5,197.641406,151.971688,137.370662,144.657276,40.666667,2545800091.9
2022-06-30,2022,2,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,223806694.3,174.836307,163.195107,113.162683,167.074628,41.603333,2577468413.0
2022-09-30,2022,3,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,305676236.95,238.792252,162.881684,154.855532,167.161531,39.706667,2558970237.3
2022-12-31,2022,4,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,282061056.45,220.344229,164.244089,141.706795,206.184596,39.386667,2689405609.6
2024-03-31,2024,1,S_дизельное_топливо,Дизельное топливо,G10,Топливо и транспортные товары,324248298.0,253.300623,178.301713,150.058115,192.711011,37.976667,2876884782.393334
2017-03-31,2017,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,9729266.06,100.0,109.561625,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,8219240.94,84.479558,109.456811,84.560454,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,11579375.5,119.01592,107.904549,120.843632,112.829055,35.216667,1396551504.11
2017-12-31,2017,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,11838779.9,121.682148,109.990897,121.207246,134.080458,35.69,1525051331.066666
2018-03-31,2018,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,10448556.4,107.393059,111.796237,105.246458,104.457399,37.986667,1467832262.24
2018-06-30,2018,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,8466662.0,87.022618,111.71516,85.345081,117.029366,36.913333,1492273891.76
2018-09-30,2018,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,12289381.2,126.313548,110.226293,125.551873,117.811493,35.906667,1537062112.833333
2018-12-31,2018,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,11864039.1,121.941769,114.155447,117.03461,140.7394,36.363333,1699537940.066666
2019-03-31,2019,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,10992449.7,112.983339,118.570778,104.398726,108.900315,39.066667,1666606340.376667
2019-06-30,2019,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,8891484.4,91.389056,118.595164,84.427839,124.647862,37.65,1688924434.093333
2019-09-30,2019,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,12401937.2,127.470429,119.010989,117.349393,126.766122,37.38,1735107394.066666
2019-12-31,2019,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,12904066.03,132.631444,122.500723,118.622291,150.200963,38.606667,1949710082.953334
2020-03-31,2020,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,11689761.8,120.1505,124.813313,105.468588,115.182677,40.476667,1924450490.896667
2020-06-30,2020,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,8526123.8,87.633782,123.145344,77.967215,120.223051,43.003333,1878777946.103333
2020-09-30,2020,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,11304882.4,116.194606,122.243269,104.140457,127.178912,38.046667,1975163219.946667
2020-12-31,2020,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,13444533.6,138.186514,124.439216,121.665335,156.986639,38.93,2175886458.506667
2021-03-31,2021,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,11638569.0,119.624327,128.13553,102.284164,118.383604,40.86,2130673446.236667
2021-06-30,2021,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,11741762.4,120.684976,132.086514,100.104406,138.711663,39.34,2230937966.3
2021-09-30,2021,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,11252674.2,115.657997,136.037497,93.14842,147.449035,37.863333,2292062653.636667
2021-12-31,2021,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,15127203.0,155.48144,139.988481,121.687149,172.915233,39.343333,2590296225.013334
2022-03-31,2022,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,13989622.2,143.78908,138.447032,113.789115,144.657276,40.666667,2545800091.9
2022-06-30,2022,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,12576324.09,129.262824,149.726368,94.587515,167.074628,41.603333,2577468413.0
2022-09-30,2022,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,13961456.51,143.499586,148.673321,105.748951,167.161531,39.706667,2558970237.3
2022-12-31,2022,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,16376240.7,168.319384,150.196609,122.781368,206.184596,39.386667,2689405609.6
2023-03-31,2023,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,14622585.4,150.294846,141.546994,116.332724,165.459681,41.596667,2560561847.133333
2023-06-30,2023,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,14469596.4,148.722384,140.924051,115.624451,181.511388,38.303333,2601614442.8
2023-09-30,2023,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,13926278.4,143.138016,139.346873,112.542415,188.557772,37.286667,2726226911.156666
2023-12-31,2023,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,18720468.2,192.413982,146.464536,143.93374,239.718289,37.63,2995192118.533334
2024-03-31,2024,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,16364487.2,168.198578,154.340318,119.399194,192.711011,37.976667,2876884782.393334
2024-06-30,2024,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,16239525.5,166.914189,155.495076,117.607516,215.497701,37.076667,3004992292.286667
2024-09-30,2024,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,16057902.6,165.04742,156.274863,115.711914,226.052794,36.745,3071439341.233334
2024-12-31,2024,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,20851532.88,214.317635,169.177926,138.794634,292.015787,37.04,3341163752.966666
2025-03-31,2025,1,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,16277146.4,167.300866,169.938946,107.860824,229.822211,39.833333,3304831419.5
2025-06-30,2025,2,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,14023000.2,144.132148,169.423847,93.206196,259.586487,37.396667,3278641914.666666
2025-09-30,2025,3,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,12547897.5,128.970648,166.740173,84.744027,264.467538,36.013333,3212292384.523333
2025-12-31,2025,4,S_консервы_молочные_молочные_составные_сухие_сублимированные,"Консервы молочные, молочные составные сухие, сублимированные",G02,Молочная продукция и яйца,16928507.9,173.995734,169.266054,112.623027,330.15896,35.63,3386222179.633333
2017-03-31,2017,1,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,1492575.28,100.0,105.627924,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,1243483.32,83.311263,106.865372,82.34656,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,1466653.9,98.263312,108.124455,95.994469,112.829055,35.216667,1396551504.11
