ppi_product_code,period,ppi_quarterly_index,ppi_product_index_quarter_mean
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2019Q1,101.03218999999999,95.74997692553741
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2019Q2,97.63334091000002,94.301996677543
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2019Q3,101.4667810742,93.29371161793473
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2019Q4,96.4483469495,92.96669978319272
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2020Q1,100.40063853120003,91.03475640142103
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2020Q2,112.74494286900001,101.19543557267724
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2020Q3,105.09812599770001,106.74114052750527
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2020Q4,131.784449328,134.04436471626505
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2021Q1,110.6466999696,153.81786932310152
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2021Q2,108.69795505140003,170.5314541191538
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2021Q3,94.50986060160001,164.67481966546387
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2021Q4,101.24517618269996,163.64474391172823
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2022Q1,106.875547714,169.4001480739653
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2022Q2,107.56127824650001,193.15470166151866
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2022Q3,88.9703914359,173.72679834680218
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2022Q4,93.4842065297,160.6451807218239
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2023Q1,97.2253,155.391454647904
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2023Q2,92.42785402560001,145.9870634310079
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2023Q3,108.745198328,146.36877535814915
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2023Q4,98.8681273866,154.288281069548
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2024Q1,96.79355753040001,150.42811983958546
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2024Q2,103.51306488599998,150.04705969039773
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2024Q3,104.9695533936,158.8444985694242
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2024Q4,118.15202124179997,176.1824888385554
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2025Q1,96.70540199759999,187.53706940464897
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2025Q2,97.723835692,181.23105324397386
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2025Q3,99.73629267,179.29369676707984
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2025Q4,99.0240455608,177.755121154927
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2026Q1,99.86994008639999,176.8483337819454
M_масло_сливочное,2017Q1,102.20860099260003,100.26682066666667
M_масло_сливочное,2017Q2,100.117370682,100.86056558924105
M_масло_сливочное,2017Q3,98.94139236600002,99.55373185655556
M_масло_сливочное,2017Q4,101.02248872899999,100.18153147764569
M_масло_сливочное,2018Q1,98.516209176,99.5615190290232
M_масло_сливочное,2018Q2,99.60379035600002,98.27092294052754
M_масло_сливочное,2018Q3,101.01192702960003,99.1048237121111
M_масло_сливочное,2018Q4,104.44944188250001,102.16358569761913
M_масло_сливочное,2019Q1,100.68107499999999,104.66759502786368
M_масло_сливочное,2019Q2,100.1271077072,105.24827402734104
M_масло_сливочное,2019Q3,103.46910651,107.46174020376213
M_масло_сливочное,2019Q4,104.102880978,111.74488521609986
M_масло_сливочное,2020Q1,100.98229476059998,113.92843204660558
M_масло_сливочное,2020Q2,98.5325587587,113.08744021052412
M_масло_сливочное,2020Q3,100.36023289500002,112.69033172793682
M_масло_сливочное,2020Q4,101.09384832960001,113.62476399408278
M_масло_сливочное,2021Q1,100.64062400000002,114.53524349439856
M_масло_сливочное,2021Q2,100.93215999999998,115.62584567937998
M_масло_сливочное,2021Q3,103.00832567999998,118.02541995722767
M_масло_сливочное,2021Q4,108.74953113640001,126.02161683677589
M_масло_сливочное,2022Q1,106.73251344599998,135.44821787032376
M_масло_сливочное,2022Q2,104.76285088499999,144.33638611654342
M_масло_сливочное,2022Q3,100.04906719359998,145.0259114905579
M_масло_сливочное,2022Q4,100.7410598604,146.21282678359776
M_масло_сливочное,2023Q1,100.32714548999999,146.84340782762527
M_масло_сливочное,2023Q2,98.556556788,145.48116159795427
M_масло_сливочное,2023Q3,100.4171891424,144.55644449946612
M_масло_сливочное,2023Q4,106.7948493183,151.29450226709037
M_масло_сливочное,2024Q1,103.0424655,158.94457734559793
M_масло_сливочное,2024Q2,103.98084396959999,164.4164970234572
M_масло_сливочное,2024Q3,115.19192168000001,181.28232269081926
M_масло_сливочное,2024Q4,112.23106799600001,207.39358375008715
M_масло_сливочное,2025Q1,100.0063837908,215.56331713781483
M_масло_сливочное,2025Q2,96.359808816,208.7517396351524
M_масло_сливочное,2025Q3,100.22835312000001,206.98780719228034
M_масло_сливочное,2025Q4,96.039021034,202.73197063752937
M_масло_сливочное,2026Q1,96.1671240738,194.19129360640736
M_молоко_питьевое_пастеризованное,2017Q1,102.37708762900002,100.76109933333333
M_молоко_питьевое_пастеризованное,2017Q2,99.97760907,101.60930474869541
M_молоко_питьевое_пастеризованное,2017Q3,100.69120637839998,101.68608342904321
M_молоко_питьевое_пастеризованное,2017Q4,101.12311119780001,102.69921043294717
M_молоко_питьевое_пастеризованное,2018Q1,99.98972287650001,103.23927289621791
M_молоко_питьевое_пастеризованное,2018Q2,98.29802853000001,101.23272362740613
M_молоко_питьевое_пастеризованное,2018Q3,100.35920245439999,101.37681671560546
M_молоко_питьевое_пастеризованное,2018Q4,102.61134408800001,103.28632556167769
M_молоко_питьевое_пастеризованное,2019Q1,100.81099,104.89280095116405
M_молоко_питьевое_пастеризованное,2019Q2,100.149795954,105.41656068340524
M_молоко_питьевое_пастеризованное,2019Q3,102.2539323708,106.25756799896214
M_молоко_питьевое_пастеризованное,2019Q4,103.3479102474,110.05460565073804
M_молоко_питьевое_пастеризованное,2020Q1,100.83591306600002,112.20598170024674
M_молоко_питьевое_пастеризованное,2020Q2,99.50941894689998,111.97275451110193
M_молоко_питьевое_пастеризованное,2020Q3,100.098521432,111.72451405950822
M_молоко_питьевое_пастеризованное,2020Q4,102.2334967854,113.6710299190903
M_молоко_питьевое_пастеризованное,2021Q1,100.41794100000001,114.44099320590357
M_молоко_питьевое_пастеризованное,2021Q2,100.439395,115.03496978803224
M_молоко_питьевое_пастеризованное,2021Q3,101.40609080160002,116.27221759060195
M_молоко_питьевое_пастеризованное,2021Q4,106.579950672,122.54439512886404
M_молоко_питьевое_пастеризованное,2022Q1,105.53552318399998,128.748736936334
M_молоко_питьевое_пастеризованное,2022Q2,107.1213865072,139.34906643521575
M_молоко_питьевое_пастеризованное,2022Q3,101.04318649600002,141.86234384529385
M_молоко_питьевое_пастеризованное,2022Q4,101.35309460639999,143.93260319080738
M_молоко_питьевое_пастеризованное,2023Q1,100.83212758080002,145.22870974092845
M_молоко_питьевое_пастеризованное,2023Q2,98.6240570398,144.52138853262645
M_молоко_питьевое_пастеризованное,2023Q3,99.250135932,142.4215021929385
M_молоко_питьевое_пастеризованное,2023Q4,102.09350845979999,144.3529767291584
M_молоко_питьевое_пастеризованное,2024Q1,102.47931975680002,147.98614796002786
M_молоко_питьевое_пастеризованное,2024Q2,101.1637045926,150.44633910829714
M_молоко_питьевое_пастеризованное,2024Q3,104.83184690160002,153.92052589855604
M_молоко_питьевое_пастеризованное,2024Q4,105.808507599,164.14367576515815
M_молоко_питьевое_пастеризованное,2025Q1,106.51401787500001,173.9278967854726
M_молоко_питьевое_пастеризованное,2025Q2,103.152716028,182.9705563559678
M_молоко_питьевое_пастеризованное,2025Q3,101.05330573909998,185.08549298152025
M_молоко_питьевое_пастеризованное,2025Q4,100.720171968,187.0586823320683
M_молоко_питьевое_пастеризованное,2026Q1,99.55023898050001,186.68391199155485
