product_name,period,period_end,first_train_period,last_train_period,actual_target_demand_index,forecast_target_demand_index,forecast_lower,forecast_upper,is_2025_forecast,model,order,seasonal_order,exog_columns,train_exog_missing_before_fill,future_exog_missing_before_fill
Стиральные машины,2025Q1,2025-03-31,2017Q1,2024Q4,120.65094,136.69630515247013,114.6976255061822,158.69498479875807,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Стиральные машины,2025Q2,2025-06-30,2017Q1,2024Q4,107.642837,136.03854680978543,101.10359387879106,170.9734997407798,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Стиральные машины,2025Q3,2025-09-30,2017Q1,2024Q4,123.269423,141.10262105786097,96.23924717909529,185.96599493662666,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Стиральные машины,2025Q4,2025-12-31,2017Q1,2024Q4,146.997427,181.69599815014033,128.6283562977808,234.76364000249984,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Чай,2025Q1,2025-03-31,2017Q1,2024Q4,90.845517,97.6800402314417,89.11282151766412,106.24725894521927,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Чай,2025Q2,2025-06-30,2017Q1,2024Q4,81.935456,86.46446140324578,73.56641298988748,99.36250981660407,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Чай,2025Q3,2025-09-30,2017Q1,2024Q4,113.144637,112.0288553633418,96.3977769516318,127.65993377505181,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Чай,2025Q4,2025-12-31,2017Q1,2024Q4,99.476289,88.49197393771054,70.24803563345725,106.73591224196383,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
сыры,2025Q1,2025-03-31,2017Q1,2024Q4,126.734882,140.87783428946415,126.19397101437723,155.56169756455108,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
сыры,2025Q2,2025-06-30,2017Q1,2024Q4,116.898798,123.53607261372494,107.87202307945022,139.20012214799968,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
сыры,2025Q3,2025-09-30,2017Q1,2024Q4,143.770347,128.56317858288725,107.9887568112425,149.137600354532,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
сыры,2025Q4,2025-12-31,2017Q1,2024Q4,162.427709,135.02680315175968,113.42742602386559,156.62618027965377,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
